,Name,DIY,Buy_Price,Sell_Price,Color_1,Color_2,Style,type,Balance
841,silk shirt,No,1500,375,Black,Yellow,Elegant,Top,-1125
842,simple knit sweater,No,960,240,White,White,Simple,Top,-720
843,simple knit sweater,No,960,240,Black,Black,Simple,Top,-720
844,simple knit sweater,No,960,240,Orange,Orange,Simple,Top,-720
845,simple parka,No,1060,265,Gray,Gray,Simple,Top,-795
846,simple parka,No,1060,265,Red,Red,Simple,Top,-795
847,simple parka,No,1060,265,Green,Green,Simple,Top,-795
848,simple parka,No,1060,265,Blue,Blue,Simple,Top,-795
849,simple parka,No,1060,265,Yellow,Yellow,Simple,Top,-795
850,simple parka,No,1060,265,Pink,Pink,Simple,Top,-795
851,simple parka,No,1060,265,Light blue,Light blue,Simple,Top,-795
852,simple parka,No,1060,265,Black,Black,Simple,Top,-795
853,simple-dots tee,No,640,160,Yellow,White,Active,Top,-480
854,simple-dots tee,No,640,160,Light blue,White,Active,Top,-480
855,simple-dots tee,No,640,160,Red,White,Active,Top,-480
856,simple-dots tee,No,640,160,Green,White,Active,Top,-480
857,simple-dots tee,No,640,160,Black,White,Active,Top,-480
858,six-ball tee,No,560,140,Green,White,Active,Top,-420
859,skiwear,No,1680,420,Blue,Green,Active,Top,-1260
860,skiwear,No,1680,420,Light blue,Orange,Active,Top,-1260
861,skiwear,No,1680,420,Purple,Pink,Active,Top,-1260
862,skiwear,No,1680,420,Green,Blue,Active,Top,-1260
863,skiwear,No,1680,420,Red,Light blue,Active,Top,-1260
864,skiwear,No,1680,420,Pink,Yellow,Active,Top,-1260
865,skull tee,No,960,240,Black,Beige,Cool,Top,-720
866,skull tee,No,960,240,Beige,Green,Cool,Top,-720
867,skull tee,No,960,240,Purple,Beige,Cool,Top,-720
868,sleeved apron,No,960,240,Pink,Red,Active,Top,-720
869,sleeved apron,No,960,240,Light blue,Brown,Active,Top,-720
870,sleeved apron,No,960,240,Orange,Green,Active,Top,-720
871,sleeved apron,No,960,240,Green,Blue,Active,Top,-720
872,sleeved apron,No,960,240,Purple,Black,Active,Top,-720
873,sleeveless dress shirt,No,960,240,White,White,Simple,Top,-720
874,sleeveless dress shirt,No,960,240,Pink,Pink,Simple,Top,-720
875,sleeveless dress shirt,No,960,240,Green,Green,Simple,Top,-720
876,sleeveless dress shirt,No,960,240,Orange,Orange,Simple,Top,-720
877,sleeveless dress shirt,No,960,240,Light blue,Light blue,Simple,Top,-720
878,sleeveless parka,No,1200,300,Green,Black,Active,Top,-900
879,sleeveless parka,No,1200,300,Black,Black,Active,Top,-900
880,sleeveless parka,No,1200,300,Pink,Black,Active,Top,-900
881,sleeveless parka,No,1200,300,Purple,Black,Active,Top,-900
882,sleeveless parka,No,1200,300,Orange,Black,Active,Top,-900
883,sleeveless tunic,No,960,240,Purple,Purple,Simple,Top,-720
884,sleeveless tunic,No,960,240,Blue,Blue,Simple,Top,-720
885,sleeveless tunic,No,960,240,Green,Green,Simple,Top,-720
886,sleeveless tunic,No,960,240,Beige,Beige,Simple,Top,-720
887,sleeveless tunic,No,960,240,White,White,Simple,Top,-720
888,sleeveless tunic,No,960,240,Yellow,Yellow,Simple,Top,-720
889,snowflake sweater,No,960,240,Blue,White,Simple,Top,-720
890,snowflake sweater,No,960,240,Light blue,White,Simple,Top,-720
891,snowy sweater,No,1450,362,Gray,White,Simple,Top,-1088
892,snowy sweater,No,1450,362,Blue,White,Simple,Top,-1088
893,snowy sweater,No,1450,362,Black,White,Simple,Top,-1088
894,soccer-uniform top,No,1330,332,Yellow,Green,Active,Top,-998
895,soccer-uniform top,No,1330,332,Black,Red,Active,Top,-998
896,soccer-uniform top,No,1330,332,Red,Blue,Active,Top,-998
897,soccer-uniform top,No,1330,332,Blue,Blue,Active,Top,-998
898,soccer-uniform top,No,1330,332,Light blue,White,Active,Top,-998
899,soccer-uniform top,No,1330,332,Green,White,Active,Top,-998
900,soccer-uniform top,No,1330,332,Orange,White,Active,Top,-998
901,soccer-uniform top,No,1330,332,White,Black,Active,Top,-998
902,space parka,No,1680,420,Blue,Purple,Cool,Top,-1260
903,space parka,No,1680,420,Purple,Green,Cool,Top,-1260
904,sparkly embroidered tank,No,960,240,White,Red,Cute,Top,-720
905,sparkly embroidered tank,No,960,240,White,Yellow,Cute,Top,-720
906,sparkly embroidered tank,No,960,240,White,Blue,Cute,Top,-720
907,spider-web tee,No,960,240,Black,Gray,Cool,Top,-720
908,sports tank,No,640,160,Red,White,Simple,Top,-480
909,sports tank,No,640,160,Blue,White,Simple,Top,-480
910,sports tank,No,640,160,Green,White,Simple,Top,-480
911,sports tank,No,640,160,Pink,White,Simple,Top,-480
912,sports tank,No,640,160,Yellow,White,Simple,Top,-480
913,sports tank,No,640,160,Orange,White,Simple,Top,-480
914,sports tank,No,640,160,Purple,White,Simple,Top,-480
915,sports tank,No,640,160,Black,White,Simple,Top,-480
916,staff uniform,No,800,200,Blue,White,Simple,Top,-600
917,staff uniform,No,800,200,Yellow,White,Simple,Top,-600
918,staff uniform,No,800,200,Pink,White,Simple,Top,-600
919,starry tank,No,800,200,White,Colorful,Active,Top,-600
920,striped shirt,No,960,240,Light blue,White,Simple,Top,-720
921,striped shirt,No,960,240,Red,White,Simple,Top,-720
922,striped shirt,No,960,240,Green,White,Simple,Top,-720
923,striped shirt,No,960,240,Yellow,White,Simple,Top,-720
924,striped shirt,No,960,240,Purple,White,Simple,Top,-720
925,striped shirt,No,960,240,Blue,White,Simple,Top,-720
926,striped tank,No,800,200,Green,White,Simple,Top,-600
927,striped tank,No,800,200,Orange,White,Simple,Top,-600
928,striped tank,No,800,200,Blue,White,Simple,Top,-600
929,striped tank,No,800,200,Yellow,White,Simple,Top,-600
930,striped tank,No,800,200,Red,White,Simple,Top,-600
931,striped tank,No,800,200,Gray,White,Simple,Top,-600
932,striped tank,No,800,200,Black,White,Simple,Top,-600
933,striped tank,No,800,200,Pink,White,Simple,Top,-600
934,striped tee,No,800,200,Blue,Black,Simple,Top,-600
935,striped tee,No,800,200,Red,Black,Simple,Top,-600
936,striped tee,No,800,200,Beige,Black,Simple,Top,-600
937,striped tee,No,800,200,Green,Black,Simple,Top,-600
938,striped tee,No,800,200,Purple,Black,Simple,Top,-600
939,striped tee,No,800,200,White,Black,Simple,Top,-600
940,sushi chef's outfit,No,1800,450,White,Blue,Simple,Top,-1350
941,sushi chef's outfit,No,1800,450,Black,Beige,Simple,Top,-1350
942,sweater on shirt,No,960,240,White,Pink,Elegant,Top,-720
943,sweater on shirt,No,960,240,White,Light blue,Elegant,Top,-720
944,sweater on shirt,No,960,240,White,Yellow,Elegant,Top,-720
945,sweater on shirt,No,960,240,White,Green,Elegant,Top,-720
946,sweater on shirt,No,960,240,White,Gray,Elegant,Top,-720
947,sweater-vest,No,1400,350,Beige,White,Simple,Top,-1050
948,sweater-vest,No,1400,350,Blue,White,Simple,Top,-1050
949,sweater-vest,No,1400,350,Gray,White,Simple,Top,-1050
950,sweater-vest,No,1400,350,White,White,Simple,Top,-1050
951,sweatshirt,No,700,175,Gray,Gray,Simple,Top,-525
952,sweatshirt,No,700,175,Green,Green,Simple,Top,-525
953,sweatshirt,No,700,175,Yellow,Yellow,Simple,Top,-525
954,sweatshirt,No,700,175,Purple,Purple,Simple,Top,-525
955,sweatshirt,No,700,175,Red,Red,Simple,Top,-525
956,sweatshirt,No,700,175,Blue,Blue,Simple,Top,-525
957,sweetheart tank and shirt,No,1200,300,Gray,White,Elegant,Top,-900
958,sweetheart tank and shirt,No,1200,300,Orange,White,Elegant,Top,-900
959,sweetheart tank and shirt,No,1200,300,Green,White,Elegant,Top,-900
960,sweetheart tank and shirt,No,1200,300,Pink,White,Elegant,Top,-900
961,sweetheart tank and shirt,No,1200,300,Blue,White,Elegant,Top,-900
962,tailcoat,No,2500,625,Black,Gray,Elegant,Top,-1875
963,tailcoat,No,2500,625,White,Blue,Elegant,Top,-1875
964,tailored jacket,No,1400,350,Gray,White,Simple,Top,-1050
965,tailored jacket,No,1400,350,Black,White,Simple,Top,-1050
966,tailored jacket,No,1400,350,Blue,White,Simple,Top,-1050
967,tailored jacket,No,1400,350,Beige,White,Simple,Top,-1050
968,tailored jacket,No,1400,350,Green,White,Simple,Top,-1050
969,tank,No,350,87,Black,Black,Simple,Top,-263
970,tank,No,350,87,White,White,Simple,Top,-263
971,tank,No,350,87,Brown,Brown,Simple,Top,-263
972,tank,No,350,87,Red,Red,Simple,Top,-263
973,tank,No,350,87,Blue,Blue,Simple,Top,-263
974,tee-parka combo,No,1400,350,Yellow,White,Simple,Top,-1050
975,tee-parka combo,No,1400,350,Blue,White,Simple,Top,-1050
976,tee-parka combo,No,1400,350,Orange,White,Simple,Top,-1050
977,tee-parka combo,No,1400,350,Pink,White,Simple,Top,-1050
978,tee-parka combo,No,1400,350,Green,White,Simple,Top,-1050
979,tennis sweater,No,1440,360,White,White,Simple,Top,-1080
980,tennis sweater,No,1440,360,Green,Light blue,Simple,Top,-1080
981,tennis sweater,No,1440,360,Brown,Light blue,Simple,Top,-1080
982,tennis sweater,No,1440,360,Red,Light blue,Simple,Top,-1080
983,terry-cloth nightgown,No,1440,360,Light blue,White,Cute,Top,-1080
984,terry-cloth nightgown,No,1440,360,Blue,White,Cute,Top,-1080
985,terry-cloth nightgown,No,1440,360,Green,White,Cute,Top,-1080
986,terry-cloth nightgown,No,1440,360,Orange,White,Cute,Top,-1080
987,terry-cloth nightgown,No,1440,360,Pink,White,Cute,Top,-1080
988,terry-cloth nightgown,No,1440,360,Yellow,White,Cute,Top,-1080
989,terry-cloth nightgown,No,1440,360,Purple,White,Cute,Top,-1080
990,text shirt,No,800,200,Black,Gray,Cool,Top,-600
991,text shirt,No,800,200,White,Gray,Cool,Top,-600
992,text shirt,No,800,200,Red,Black,Cool,Top,-600
993,thick-stripes shirt,No,1120,280,Yellow,Blue,Active,Top,-840
994,thick-stripes shirt,No,1120,280,Green,Blue,Active,Top,-840
995,thick-stripes shirt,No,1120,280,Red,Blue,Active,Top,-840
996,thick-stripes shirt,No,1120,280,Beige,Blue,Active,Top,-840
997,thick-stripes shirt,No,1120,280,Purple,Green,Active,Top,-840
998,thick-stripes shirt,No,1120,280,Red,Orange,Active,Top,-840
999,thick-stripes shirt,No,1120,280,Gray,Blue,Active,Top,-840
1000,thick-stripes shirt,No,1120,280,Light blue,Black,Active,Top,-840
1001,thief's costume,No,2600,650,Black,Red,Cool,Top,-1950
1002,thread-worn sweater,No,980,245,Green,White,Cool,Top,-735
1003,thread-worn sweater,No,980,245,Black,White,Cool,Top,-735
1004,thread-worn sweater,No,980,245,Beige,White,Cool,Top,-735
1005,thread-worn sweater,No,980,245,Pink,White,Cool,Top,-735
1006,three-ball tee,No,560,140,Red,White,Active,Top,-420
1007,tie-dye shirt,No,800,200,Colorful,Colorful,Active,Top,-600
1008,tiger jacket,No,1750,437,Green,White,Active,Top,-1313
1009,tight-knit sweater,No,800,200,Black,Black,Simple,Top,-600
1010,tight-knit sweater,No,800,200,Beige,Beige,Simple,Top,-600
1011,tight-knit sweater,No,800,200,Gray,Gray,Simple,Top,-600
1012,top coat,No,2000,500,Light blue,Blue,Simple,Top,-1500
1013,top coat,No,2000,500,Beige,Pink,Simple,Top,-1500
1014,top coat,No,2000,500,Brown,Green,Simple,Top,-1500
1015,top coat,No,2000,500,Pink,White,Simple,Top,-1500
1016,track jacket,No,910,227,Blue,Light blue,Active,Top,-683
1017,track jacket,No,910,227,Gray,Pink,Active,Top,-683
1018,track jacket,No,910,227,White,Pink,Active,Top,-683
1019,track jacket,No,910,227,Orange,Black,Active,Top,-683
1020,track jacket,No,910,227,Blue,Black,Active,Top,-683
1021,track jacket,No,910,227,Green,White,Active,Top,-683
1022,track jacket,No,910,227,Blue,Orange,Active,Top,-683
1023,traditional straw coat,Yes,0,160,Beige,Beige,Simple,Top,160
1024,tree sweater,No,880,220,Beige,Green,Simple,Top,-660
1025,trench coat,No,1680,420,Beige,Beige,Elegant,Top,-1260
1026,trench coat,No,1680,420,Light blue,Light blue,Elegant,Top,-1260
1027,trench coat,No,1680,420,Red,Red,Elegant,Top,-1260
1028,trench coat,No,1680,420,Orange,Orange,Elegant,Top,-1260
1029,trench coat,No,1680,420,Blue,Blue,Elegant,Top,-1260
1030,tube top,No,640,160,Green,Green,Cute,Top,-480
1031,tube top,No,640,160,Red,Red,Cute,Top,-480
1032,tube top,No,640,160,Orange,Orange,Cute,Top,-480
1033,tube top,No,640,160,Black,Black,Cute,Top,-480
1034,tube top,No,640,160,Purple,Purple,Cute,Top,-480
1035,tube top,No,640,160,Blue,Blue,Cute,Top,-480
1036,tube top,No,640,160,Brown,Brown,Cute,Top,-480
1037,tunic tank,No,800,200,White,Black,Simple,Top,-600
1038,tunic tank,No,800,200,Yellow,Black,Simple,Top,-600
1039,tunic tank,No,800,200,Pink,Black,Simple,Top,-600
1040,tunic tank,No,800,200,Green,Black,Simple,Top,-600
1041,tuxedo jacket,No,2500,625,Black,White,Cool,Top,-1875
1042,tuxedo jacket,No,2500,625,Gray,White,Cool,Top,-1875
1043,tuxedo jacket,No,2500,625,White,Yellow,Cool,Top,-1875
1044,tweed jacket,No,1680,420,Brown,Orange,Elegant,Top,-1260
1045,tweed jacket,No,1680,420,Blue,Yellow,Elegant,Top,-1260
1046,tweed jacket,No,1680,420,Beige,Green,Elegant,Top,-1260
1047,tweed jacket,No,1680,420,Red,Blue,Elegant,Top,-1260
1048,tweed jacket,No,1680,420,Green,Red,Elegant,Top,-1260
1049,tweed jacket,No,1680,420,Pink,Light blue,Elegant,Top,-1260
1050,tweed vest,No,1400,350,Green,Beige,Simple,Top,-1050
1051,tweed vest,No,1400,350,Red,Beige,Simple,Top,-1050
1052,tweed vest,No,1400,350,Blue,Beige,Simple,Top,-1050
1053,two-ball tee,No,560,140,Blue,White,Active,Top,-420
1054,V-neck sweater,No,840,210,Blue,Blue,Simple,Top,-630
1055,V-neck sweater,No,840,210,Red,Red,Simple,Top,-630
1056,V-neck sweater,No,840,210,Black,Black,Simple,Top,-630
1057,vampire costume,No,2600,650,Black,Gray,Cool,Top,-1950
1058,vampire costume,No,2600,650,Purple,Beige,Cool,Top,-1950
1059,vertical-stripes shirt,No,960,240,Blue,White,Simple,Top,-720
1060,vertical-stripes shirt,No,960,240,Purple,White,Simple,Top,-720
1061,vertical-stripes shirt,No,960,240,Pink,White,Simple,Top,-720
1062,vertical-stripes shirt,No,960,240,Green,White,Simple,Top,-720
1063,vertical-stripes shirt,No,960,240,Gray,White,Simple,Top,-720
1064,vertical-stripes shirt,No,960,240,Beige,White,Simple,Top,-720
1065,vertical-stripes shirt,No,960,240,Orange,White,Simple,Top,-720
1066,vest with binoculars,No,1440,360,Beige,Blue,Simple,Top,-1080
1067,viking top,No,2500,625,Brown,Gray,Cool,Top,-1875
1068,viking top,No,2500,625,Gray,Black,Cool,Top,-1875
1069,viking top,No,2500,625,Blue,Green,Cool,Top,-1875
1070,waistcoat,No,1750,437,Gray,White,Simple,Top,-1313
1071,waistcoat,No,1750,437,Black,White,Simple,Top,-1313
1072,waistcoat,No,1750,437,Beige,White,Simple,Top,-1313
1073,waistcoat,No,1750,437,White,Black,Simple,Top,-1313
1074,waistcoat,No,1750,437,Blue,Light blue,Simple,Top,-1313
1075,western shirt,No,2100,525,Light blue,Brown,Active,Top,-1575
1076,western shirt,No,2100,525,Pink,Brown,Active,Top,-1575
1077,western shirt,No,2100,525,Yellow,Brown,Active,Top,-1575
1078,western shirt,No,2100,525,Black,Brown,Active,Top,-1575
1079,winter-solstice sweater,No,1200,300,Beige,Brown,Simple,Top,-900
1080,work apron,No,1100,275,Brown,Blue,Active,Top,-825
1081,work apron,No,1100,275,Green,White,Active,Top,-825
1082,work shirt,No,1040,260,White,Red,Cool,Top,-780
1083,work shirt,No,1040,260,White,Blue,Cool,Top,-780
1084,work shirt,No,1040,260,White,Purple,Cool,Top,-780
1085,work shirt,No,1040,260,White,Green,Cool,Top,-780
1086,work shirt,No,1040,260,White,Black,Cool,Top,-780
1087,worker's jacket,No,800,200,Light blue,Light blue,Active,Top,-600
1088,worker's jacket,No,800,200,Beige,Beige,Active,Top,-600
1089,worker's jacket,No,800,200,Blue,Blue,Active,Top,-600
1090,workout top,No,560,140,Black,Green,Active,Top,-420
1091,workout top,No,560,140,Black,Pink,Active,Top,-420
1092,workout top,No,560,140,Black,Orange,Active,Top,-420
1093,yodel cardigan,No,1440,360,Light blue,Blue,Simple,Top,-1080
1094,yodel cardigan,No,1440,360,Beige,Brown,Simple,Top,-1080
1095,yodel cardigan,No,1440,360,Yellow,White,Simple,Top,-1080
1096,yodel cardigan,No,1440,360,Blue,White,Simple,Top,-1080
1097,yodel cardigan,No,1440,360,Red,White,Simple,Top,-1080
1098,yodel cardigan,No,1440,360,Blue,Red,Simple,Top,-1080
1099,yodel sweater,No,1440,360,Orange,Blue,Simple,Top,-1080
1100,yodel sweater,No,1440,360,Green,Pink,Simple,Top,-1080
1101,yodel sweater,No,1440,360,Blue,Purple,Simple,Top,-1080
1102,yodel sweater,No,1440,360,Brown,Orange,Simple,Top,-1080
1103,yodel sweater,No,1440,360,Red,Light blue,Simple,Top,-1080
1104,young-royal shirt,No,1440,360,White,Green,Gorgeous,Top,-1080
1105,young-royal shirt,No,1440,360,Black,Red,Gorgeous,Top,-1080
1106,young-royal shirt,No,1440,360,Pink,Pink,Gorgeous,Top,-1080
1107,young-royal shirt,No,1440,360,Light blue,Blue,Gorgeous,Top,-1080
1108,young-royal shirt,No,1440,360,Yellow,Orange,Gorgeous,Top,-1080
1109,zigzag shirt,No,960,240,Green,Red,Active,Top,-720
1110,acid-washed jeans,No,1320,330,Blue,Blue,Simple,Bottom,-990
1111,acid-washed jeans,No,1320,330,Black,Black,Simple,Bottom,-990
1112,animal-stripes skirt,No,1100,275,Yellow,Black,Cool,Bottom,-825
1113,animal-stripes skirt,No,1100,275,Gray,Black,Cool,Bottom,-825
1114,apron skirt,No,700,175,White,Purple,Simple,Bottom,-525
1115,apron skirt,No,700,175,White,Light blue,Simple,Bottom,-525
1116,apron skirt,No,700,175,White,Beige,Simple,Bottom,-525
1117,athletic pants,No,880,220,Red,White,Active,Bottom,-660
1118,athletic pants,No,880,220,Green,White,Active,Bottom,-660
1119,athletic pants,No,880,220,Black,White,Active,Bottom,-660
1120,athletic pants,No,880,220,Blue,White,Active,Bottom,-660
1121,athletic shorts,No,560,140,Red,White,Active,Bottom,-420
1122,athletic shorts,No,560,140,Green,White,Active,Bottom,-420
1123,athletic shorts,No,560,140,Black,White,Active,Bottom,-420
1124,athletic shorts,No,560,140,Blue,White,Active,Bottom,-420
1125,basketball shorts,No,980,245,Purple,Yellow,Active,Bottom,-735
1126,basketball shorts,No,980,245,Red,Black,Active,Bottom,-735
1127,basketball shorts,No,980,245,Green,Orange,Active,Bottom,-735
1128,basketball shorts,No,980,245,Orange,Blue,Active,Bottom,-735
1129,basketball shorts,No,980,245,Blue,Red,Active,Bottom,-735
1130,basketball shorts,No,980,245,Yellow,Green,Active,Bottom,-735
1131,basketball shorts,No,980,245,Light blue,Blue,Active,Bottom,-735
1132,basketball shorts,No,980,245,Black,Red,Active,Bottom,-735
1133,bell-bottoms,No,1320,330,Orange,Orange,Gorgeous,Bottom,-990
1134,bell-bottoms,No,1320,330,Brown,Brown,Gorgeous,Bottom,-990
1135,bell-bottoms,No,1320,330,Beige,Beige,Gorgeous,Bottom,-990
1136,bell-bottoms,No,1320,330,Green,Green,Gorgeous,Bottom,-990
1137,bell-bottoms,No,1320,330,Blue,Blue,Gorgeous,Bottom,-990
1138,belted wraparound skirt,No,1040,260,Yellow,Black,Simple,Bottom,-780
1139,belted wraparound skirt,No,1040,260,Red,Black,Simple,Bottom,-780
1140,belted wraparound skirt,No,1040,260,Green,Black,Simple,Bottom,-780
1141,belted wraparound skirt,No,1040,260,Blue,Black,Simple,Bottom,-780
1142,boa shorts,No,1200,300,Purple,Black,Active,Bottom,-900
1143,boa shorts,No,1200,300,Green,Black,Active,Bottom,-900
1144,boa shorts,No,1200,300,Beige,Black,Active,Bottom,-900
1145,boa shorts,No,1200,300,Blue,Black,Active,Bottom,-900
1146,boa shorts,No,1200,300,Red,Black,Active,Bottom,-900
1147,boa shorts,No,1200,300,Orange,Black,Active,Bottom,-900
1148,boa shorts,No,1200,300,Light blue,Black,Active,Bottom,-900
1149,boa shorts,No,1200,300,Black,Black,Active,Bottom,-900
1150,boa skirt,No,1300,325,Green,Black,Active,Bottom,-975
1151,boa skirt,No,1300,325,Blue,Black,Active,Bottom,-975
1152,boa skirt,No,1300,325,Purple,Black,Active,Bottom,-975
1153,boa skirt,No,1300,325,Red,Black,Active,Bottom,-975
1154,boa skirt,No,1300,325,Yellow,Black,Active,Bottom,-975
1155,boa skirt,No,1300,325,Light blue,Black,Active,Bottom,-975
1156,boa skirt,No,1300,325,Beige,Black,Active,Bottom,-975
1157,boa skirt,No,1300,325,Brown,Black,Active,Bottom,-975
1158,bomber-style skirt,No,1320,330,Green,Green,Cool,Bottom,-990
1159,bomber-style skirt,No,1320,330,Black,Black,Cool,Bottom,-990
1160,bomber-style skirt,No,1320,330,Blue,Blue,Cool,Bottom,-990
1161,bomber-style skirt,No,1320,330,Brown,Brown,Cool,Bottom,-990
1162,botanical shorts,No,700,175,Black,Red,Cool,Bottom,-525
1163,botanical shorts,No,700,175,White,Red,Cool,Bottom,-525
1164,box-pleated skirt,No,1320,330,Light blue,Light blue,Simple,Bottom,-990
1165,box-pleated skirt,No,1320,330,Beige,Beige,Simple,Bottom,-990
1166,box-pleated skirt,No,1320,330,Red,Red,Simple,Bottom,-990
1167,box-pleated skirt,No,1320,330,Green,Green,Simple,Bottom,-990
1168,buttoned lace skirt,No,1200,300,Yellow,Yellow,Simple,Bottom,-900
1169,buttoned lace skirt,No,1200,300,White,White,Simple,Bottom,-900
1170,buttoned lace skirt,No,1200,300,Pink,Pink,Simple,Bottom,-900
1171,buttoned lace skirt,No,1200,300,Green,Green,Simple,Bottom,-900
1172,buttoned lace skirt,No,1200,300,Purple,Purple,Simple,Bottom,-900
1173,buttoned wraparound skirt,No,1820,455,Gray,Black,Elegant,Bottom,-1365
1174,buttoned wraparound skirt,No,1820,455,Blue,Black,Elegant,Bottom,-1365
1175,buttoned wraparound skirt,No,1820,455,Orange,Black,Elegant,Bottom,-1365
1176,buttoned wraparound skirt,No,1820,455,Pink,Black,Elegant,Bottom,-1365
1177,buttoned wraparound skirt,No,1820,455,Green,Black,Elegant,Bottom,-1365
1178,buttoned wraparound skirt,No,1820,455,Purple,Black,Elegant,Bottom,-1365
1179,camo pants,No,1300,325,Brown,Beige,Cool,Bottom,-975
1180,camo pants,No,1300,325,Green,Beige,Cool,Bottom,-975
1181,camo pants,No,1300,325,Pink,Brown,Cool,Bottom,-975
1182,camo pants,No,1300,325,Blue,Light blue,Cool,Bottom,-975
1183,camo pants,No,1300,325,Gray,Black,Cool,Bottom,-975
1184,camo pants,No,1300,325,Purple,Purple,Cool,Bottom,-975
1185,camo pants,No,1300,325,Red,Beige,Cool,Bottom,-975
1186,camo skirt,No,1300,325,Brown,Beige,Cool,Bottom,-975
1187,camo skirt,No,1300,325,Green,Beige,Cool,Bottom,-975
1188,camo skirt,No,1300,325,Pink,Brown,Cool,Bottom,-975
1189,camo skirt,No,1300,325,Blue,Light blue,Cool,Bottom,-975
1190,camo skirt,No,1300,325,Gray,Black,Cool,Bottom,-975
1191,camo skirt,No,1300,325,Purple,Purple,Cool,Bottom,-975
1192,camo skirt,No,1300,325,Red,Beige,Cool,Bottom,-975
1193,career skirt,No,1560,390,Gray,Gray,Simple,Bottom,-1170
1194,career skirt,No,1560,390,Beige,Beige,Simple,Bottom,-1170
1195,career skirt,No,1560,390,Pink,Pink,Simple,Bottom,-1170
1196,career skirt,No,1560,390,Light blue,Light blue,Simple,Bottom,-1170
1197,career skirt,No,1560,390,Green,Green,Simple,Bottom,-1170
1198,career skirt,No,1560,390,Blue,Blue,Simple,Bottom,-1170
1199,career skirt,No,1560,390,Red,Red,Simple,Bottom,-1170
1200,cargo pants,No,770,192,Green,Green,Simple,Bottom,-578
1201,cargo pants,No,770,192,Beige,Beige,Simple,Bottom,-578
1202,cargo pants,No,770,192,Blue,Blue,Simple,Bottom,-578
1203,cargo pants,No,770,192,Yellow,Yellow,Simple,Bottom,-578
1204,cargo pants,No,770,192,Brown,Brown,Simple,Bottom,-578
1205,cargo shorts,No,1080,270,Beige,Beige,Simple,Bottom,-810
1206,cargo shorts,No,1080,270,Blue,Blue,Simple,Bottom,-810
1207,cargo shorts,No,1080,270,Green,Green,Simple,Bottom,-810
1208,cargo shorts,No,1080,270,Yellow,Yellow,Simple,Bottom,-810
1209,cargo shorts,No,1080,270,Brown,Brown,Simple,Bottom,-810
1210,casual pants,No,1100,275,Blue,Blue,Simple,Bottom,-825
1211,casual pants,No,1100,275,Gray,Gray,Simple,Bottom,-825
1212,casual pants,No,1100,275,Green,Green,Simple,Bottom,-825
1213,casual pants,No,1100,275,Beige,Beige,Simple,Bottom,-825
1214,casual pants,No,1100,275,Black,Black,Simple,Bottom,-825
1215,casual pants,No,1100,275,Brown,Brown,Simple,Bottom,-825
1216,chain pants,No,1300,325,Red,Black,Cool,Bottom,-975
1217,chain pants,No,1300,325,Blue,Black,Cool,Bottom,-975
1218,chain pants,No,1300,325,White,Black,Cool,Bottom,-975
1219,chain pants,No,1300,325,Black,Black,Cool,Bottom,-975
1220,chino pants,No,700,175,Beige,Beige,Simple,Bottom,-525
1221,chino pants,No,700,175,Brown,Brown,Simple,Bottom,-525
1222,chino pants,No,700,175,Blue,Blue,Simple,Bottom,-525
1223,chino pants,No,700,175,Green,Green,Simple,Bottom,-525
1224,chino pants,No,700,175,Gray,Gray,Simple,Bottom,-525
1225,chino pants,No,700,175,Red,Red,Simple,Bottom,-525
1226,chino pants,No,700,175,Yellow,Yellow,Simple,Bottom,-525
1227,colorful skirt,No,1100,275,Red,Green,Simple,Bottom,-825
1228,colorful skirt,No,1100,275,Blue,Orange,Simple,Bottom,-825
1229,colorful skirt,No,1100,275,Pink,Green,Simple,Bottom,-825
1230,colorful skirt,No,1100,275,Green,Pink,Simple,Bottom,-825
1231,colorful skirt,No,1100,275,Red,Blue,Simple,Bottom,-825
1232,comedian's pants,No,2100,525,Orange,Black,Gorgeous,Bottom,-1575
1233,comedian's pants,No,2100,525,Blue,Black,Gorgeous,Bottom,-1575
1234,comedian's pants,No,2100,525,Red,Black,Gorgeous,Bottom,-1575
1235,comedian's pants,No,2100,525,Yellow,Black,Gorgeous,Bottom,-1575
1236,comedian's pants,No,2100,525,Green,Black,Gorgeous,Bottom,-1575
1237,comedian's pants,No,2100,525,Purple,Black,Gorgeous,Bottom,-1575
1238,comedian's pants,No,2100,525,White,Black,Gorgeous,Bottom,-1575
1239,comic shorts,No,1140,285,Colorful,Black,Cool,Bottom,-855
1240,corduroy pants,No,1040,260,Orange,Orange,Simple,Bottom,-780
1241,corduroy pants,No,1040,260,Brown,Brown,Simple,Bottom,-780
1242,corduroy pants,No,1040,260,Pink,Pink,Simple,Bottom,-780
1243,corduroy pants,No,1040,260,Green,Green,Simple,Bottom,-780
1244,corduroy pants,No,1040,260,Gray,Gray,Simple,Bottom,-780
1245,corduroy pants,No,1040,260,Black,Black,Simple,Bottom,-780
1246,corduroy skirt,No,1040,260,Brown,Brown,Simple,Bottom,-780
1247,corduroy skirt,No,1040,260,Orange,Orange,Simple,Bottom,-780
1248,corduroy skirt,No,1040,260,Pink,Pink,Simple,Bottom,-780
1249,corduroy skirt,No,1040,260,Green,Green,Simple,Bottom,-780
1250,corduroy skirt,No,1040,260,Gray,Gray,Simple,Bottom,-780
